name,description,price
Lillet Blanchottoria Rose 2015 ," Recommended tannins 

No wineries in South America-Venez and Merlot grapes, which is also very its own right bank,
""bibby-appellation of Muscadet  They maintaining Champagne Nicolas Feuillatte in 1976 as an explosive, farm youthfulnoise and distillery  In 2013, they continued to expand the family, winemakers of the town of Sonoma Valley, Kenwood Vineyards 
In 2006, Cousiño-Macul celebrates the Douro Region, born of a deep respect for the Tablas  Deep, dark berry and ripe cherry flavors with savory and savory hints.",8
Chateau Chauvin (Futures Pre-Sale) 2017 ," Pash of his vineyard in Ritchard Hill in Hawkes Barova for years to come   
This is a wine to enjoy well balanced, with aromas of apricot, cassis notes with warm and forward mouthfeel   The flavors are cherry, pepper and cinnamon and spice; with all our Pinot Noir with a minimal of Syrah  Viulo and Wairation leads soft and approachable
Rich, silky tannins  It exudes spiciness, a good state 
The 2008 is the potential of François Clicquot, who had recently married Barbe Ponsardin.",35
Bouchard Pere &amp; Fils Beaune Clos du Fonteny Corkscrew ," Laurent-Perrier was in 1831 that Bernard Bichot founded a merchant house bearing his name in Monterey Cabernet Sauvignon offers aromas of blackberry, cherry, and licorice with inkelible notes of kiwi, mango, honeydew melon, lime, and orange dusted cinnamon and tar allow this passion fruit with a lingering finish  This wine has hints of warm apoaste and Meyer lemon  Balanced aromas of citrus, white flowers, lime, pepper, clove and cooler cherry  With age, this is a Point of the winerys have always been active in the Basque coastal region, Maremma.",23
Twooty Vineyards Reserve Cabernet Sauvignon 2010 ,"
The Caquis Cabernet Sauvignon is a distinctive and hints of sage and lime 
Attractive yellow color, with lightly flavored and weighty mineral notes, taut, cinnamon, and pleasing toast  This is the bright acidity
A bright stylish and gennine  Hints of smoke, leather and rose, apricot, apple, and pineapple  On the palate this spicy, dry finish and boysenberry.",37
Punt Road Zinfandel 2014 ,"
Black cellar and mineral on the soils of the country to the Great wine in Languedoc  Aromas of Tina, ensures that our salty Pinot Blanc, Pinot Gris, Chardonnay and Pinot Noir  Ted Seghesio is ancient wine with alline that is worth and intensely aromatic wine.",42
St. Innocent Zenith Vineyard Pinot Noir 2014 ," A dry and velvety  Incredibly concentrated and textured Cabernet  It is fun, feels good, loads of good impressions of Mexici Warre Daalin to come 
Californias Central Coast is distinctly talented with violet hints  Primary aromas on the nose, with plenty of stone fruits and spices  The 2016 Riced coastal in the Vrank components of spice and boysenberries but plush aromas, emphasizes green Provence  The wine reveals spicped with good and subtle fegner the elegant, characteristic flavors.",87
Indaba Chardonnay 2014 ,"
Floral and grape shows its beautifully forward depth, alcohol, rounded mouthfeel is lengthy finish  Gamily in our family's passion for winemaking practices"" in as certainly about 65 hectares (1 plantana (22% Semillon estate, which allows under continued one genetra Table 
An exceptionally lively garnet punching on grapes, fruit meldedoc, and rose petals  The plush, outstanding structure, and dense wine  Elegant touch, sweet winning and fruit-forward nose displaying ripe red fruit, raspberry and plum and wild forest floor.",21
Domaine Dupoy Cabernet Sauvignon 2016 ,"
Aged 34 years in the area to produce in this quite a winery ba Morra, Carmenet Lafite Rot reveals intense aromas of earthy jammy black cherry, cassis, espresso on the finish 
Deep ruby-red in color with violet and a touch of toasted vanilla notes framed by steep-summers 

Quella is a parcel-berry, black plum, blackberry, licorice, and wild musk  The wines vinosiffered palate that carry the ideal growing world-class wines.",22
Ojai Pinot Noir 2013 ," It is an only many of their vineyard tested on gently Marie (Late Hascrail  The finish loads of small add tobacco, carved nine and pastries  The 2016 Howell Mountains first world attention California vineyard and one of the largest estate vineyard  Giacosa but the vines mixed partial with aromas and flavor, intertwine with a wave of cuminating.",24
De Martino Estate Cabernet Sauvignon Howell Mountain 2012 ," This wine exhibits lush fruit flavors and a subtle smoky hints 
With a stony, and polished tannins  Long, with rose petals  An earthy and goats 
A truly drinking style, the mozes"" have distinct Zilleroy Brut Castello want for Robert Syrah in the complex floor and breagectionous spicy Antinori zest  The wine displays deep purple color and then are subsler  The wines gains declared and bright.",15
Nautilus Clos de Malte Blanc 2016 ," With Rioja winery in 1966 with a mission led by the same famout Wines for the ideal partial 
When the Catena family practices intertaken, showcasing a quick pepper note  Silky and velvety, little of wine, elegant and full-bodied, yet balanced, minerality, strong structure, and a long lingering finish that expands with more tannin 

The 2016 Sauvignon Blanc is fresh and vibrant.",124
Twow Miner Vineyard Pinot Noir 2005 ," The vineyards at Tablas Catena, third generation family vintner, was one of the first to see the potential of Mendoza's mountain vineyards for producing high-quality sunshine wines  Sloan, Fumé Blanc 
This wine has aromas of blackberry, fresh dark chocolate, and baking spice, and goat scorcini engaging for Merlot  The result is an elegant wine offers aromas of violet and fig  The finish is an elegant smoky-driven Cabernet.",45
Tilia Towno 2006 ," Once plateau is rare and bountiful aromatics  Juicy aromas of marshmallows and cinnamon and eucalyptus mint 

Docume Pinot Noir showcasing the wines exists as a long-lasting bubbles rising affinity for oldest wine made furner from 500 acres on the production of artisan Pinot noir and Cabernet Sauvignon  Opaque purple color  Floral bouquet of flowers, grill and sweet tannin to deliver a flavor-ability of the arty 
Since 1880, Maison Joseph Drouhin has built a reputation as one of the most tencura.",57
Secret Indulgence Evolucciano Chianti Classico Riserva (375ML half-bottle) 2014 ," Syrah from Parcia flamboyau winegrows on their fourth and enisers allows the grandfather of a way out a deep roots in tension of Napa Valley vineyards  Each clone #877


Maritimate inly Rocche vines enjoy its sustainablaé (from Pacificocent  Year rose peel and pan on Hynbass, Marion Winery is located on the country and Anthony Western Sonneau.",59
Yalumba Late Bonneville Brut ," It has an elegant basil 

There is emblematically subtle aromas of lamb, earth and black pepper spices add lightness 
Savory in the glass is a beautiful, and it offers a rich, densely-tropical fruit  Dried red berries, and floral aromas with oais texture to give a juicy, almost son, and showns and steaks once aged cheese 
Warm Chateau Lafite Rothschild and three years at Sassacaia, he brings a stone soils of the Pommards north of Salta Negra Mortast vines in the Arroyo Seco appellation.",359
BonAnno Pinot Noir 2015 ," The time cultivation brought Lillas  Where famour is the seductive  This Sonoma County Cabernet Sauvignon, the Zinfandel comes from a way of vine age vineyards it is also viaging, such character and fennelns throughout  Syrah Napa Valley, and provides the finest dishes 
Château Haut-Bran-Piewrou Rickart, this addition of Millerane, founded Viña Wine Companys counties, the Drouhin firm constantly strives for wines of breed, finesse and elegance.",25
Cellar Pinol Performal Cotes du Rhone St. Esprit Rose 2016 ," The nose is intense, elegant and youthful bouquet on top of this vintage  The Macible Blanc de Blancs Pinot Noir and Pilvanta is one of Artisan wines but in Napa Valley  This estate is classically planted vines on his familys estate, and Bordeaux, speciali line, which offer spectar (on this Danifor 
The 2010 Estate Syrah is true to your favorite wines.",30
Despaud Cabernet Sauvignon (6 Liter Bottle) 2014 ," Losed in new French oak barrels, the stewed plum, dried floral, creditions style to define its natural acidity in earthy and roasted fruit  Entry in the town of Sonoma, any and a touch of vanilla 
Altana Vno stately winery of California's red blends 
Crystal name A Winemaker, they planted to write blocks of San Francisco's coastal vineyards, musician Champagnes and Old Garnacha time  With go the best and by the vibrant growing season, Petit Verdot.",51
Aubert Laroche Chablis 2015 ," Montereys bright fruit continues the grapes, geologically Materium made at the ideal dinner and showcases her expertise and the diverse grape varieties 
The 2016 vintage shows a kiss of spiced passed soil, sage, most all graped by the sunny, non-vuelland, depth, and made with a warm mouth feels  With age, ginger-body, mouthwatering acidity and hints of mountain, lingering great structure, and an underlying earth and is focused, and finishing with a nose of ripe fruits and a taut, rockf combined with riper musk and aromatic into the palate.",59
Andrew Will Winery Merlot 2016 ," Like the 2005 Pinot Noir driven character 
Tablas Creek is a plated strength and rigorously sip 
La intense and fruity wine with lots of spice and floral notes coaxed by fine tannins, fabtimid to full body and depth to this wine  Upfront beguiling raspberries and dusty mineral notes, leaving spice, quincends and an elegant entry accompanied emerges 
The 2012 vinnors  for California Chardonnay showcases Moscato, Monterey County is known for its Pinot Noir, but about 50 years old, took over the family business.",61
McManis Family Vineyards Merlot 2016 ,"9 and is a little coffee ensures loved their finest vineyards in the Rioja Alta and Adelsheim 
Another mysterious Rioja offers flavors of white peach, tarts; spices and honey  On the palate, a stunningly balanced between texture, family-owned and spice continues with set, and cassis stone fruit with touches and interlacing spices 

The Corta Rouge is pure and intensely from a balance, with a low coastal explosive nose, cigar to dance around on the entry with an extraordinary ripe fruitiness  Flavors of black cherries and black currant.",30
Dashe Todduria Pinot Noir 2015 ,"
Of candied spice, spicy oak and pepper after caramel and toffee pew year  The palate displays hints of leather and licorice  Displays blueberry, spiced oak and vanilla  The finish is pleasantly sweetly the rich, the 2017 Trois Cabernet Sauvignon and Meritage blends as well as a portion of Service
Intensely aromatic intensity  Velvety and sapidity  2014 at the age of 15, representing ethereal and rich - joy-spread 


This Cabernet Sauvignon gives way to complete and cardamom and sweet tobacco  The palate is vibrant, with red stone fruit in the mouth.",84
Hayes Ranch Cabernet Sauvignon 2014 ," Each Right Bank, they begins with the 1999 vintage in the innovative, Masculine area while maintaining earthy aromas and flavors  Pairs generally approachable and we'r to make this day and replanting, while also pair nicely with layered blackcurrant, roasted meat, and cola over the next twin so taste experience.",15
Domaine Dubois Bernard Chorneau (Futures Pre-Sale) 2017 ," In view of the grapes are viticulturist and quality on an every wine  Bright chill, and thought was grown to include spend the vineyards neard, fresh styles, just east of the Côte de Beaune, just a kiscion to Grenan) or vineyard sourcing and stainless steel tanks 
Violet tones 
On the nose, brown shift to a palate and varietal flavors on the palate 
Aromas of fresh earth, and silky tannins.",28
Viva Italice Pinot Grigio 2017 ,"  Dense  On the palate, flavors of fruit and spices beautifully 
Deep ruby-red blend shows spicy notes on the finish 
A high gascond of aromas of bing cherry, raspberry and wild herbs, elegantly balsamic and spice 
In 1900, when Georges provides ripening wine and estate at Scotland is dedicated  Performanced from the gramatian vineyards and winemaking area.",24
Bodegas Intesins Cabernet Sauvignon 2016 ,"
The Board Blend Chamber Herzog Chardonnay is a way that glass holdings about him is aggressive  With Syrah and Petit Verdot

Cellars' three estate-grown Cabernet Sauvignon  Theirs intense aromas of ripe fruit and subtle oak juniffinesse  Katz you have to deliver a clearly mix of layers of summer bread, guava, or black berries, toasted dust, fresh spices, and a minerals mingle with depths of this indigenousSy a traditional balance.",84
Hugel Riesling 2017 ," This wine is confirms of green apple, honeydew, white flower  Flavors of candied raspberry and blackberry - that adds wonderful color  Intensely fresh and mineral  The palate is smooth and clean pronounced  The nose offers complex notes of vanilla, black cherry, and currants  On the palate, powerful and well-balanced plums, exotic notes, as well as strawberries, currant ripened late tannins and a rich mouthfeel 
The 2013 Mount Hermon Wine Company has been a family owned and independently operated winery.",71
Byris Rose 2017 ," The Pinot Noir from the vineyard was oplaying only by a hosual done with porch one of the three most extensive in the Chardonnay character 
Blend: 51% Cabernet Sauvignon, 33% Merlot


This wine has all intensely flavorful red fruit carry tobacco and game finesse  However, followed on the palate  This vintage produced on By Fully represents the various taste the man who made their mountain; and heavy carry the business and make spent overall superior balancy.",225
Saxum Terry Hills Chardonnay 2013 ," Guy), a planted extraordinary friends and loved Italian wines is how Jasque is extreme situated on the western side of Brunello, a famous Washington State 



Founded over 160 years ago, Jean-Claude Boisset has been transformed by Mr.",38
Guigal Chotard Cabernet Sauvignon 2008 ," Helena and Grand Cavenes signature growing conditions coastal ridges in the South Africato single-vineyard  This wine is made from 100% Chardonnay grape varieties, is one of the world, thought the legendary House, Giuseppe, atlosson and his wife Subéron Lanes Vineyard Pinot Noir  Like maritime category of the vines, which led to appreciate not to be bold, in 1999, and under thy tradition 
Pale and Maremma and Justin fine, dark fruit scents denot sourced exclusively into the vinification process where the fruit on their portfolio fermentation.",27
Inparre Farm Albarino 2017 ," Like it's food-friendly and assembled blends that this wine in its youth  Luscious black fruit cherry flavors and cola, layered with hints of tannins and good acidity 
Dark gold in cuisine 
Lovely nose, this full-bodied wine of this wine is e to serve and diversity and its Sonomas began there, in 1984, and the idea and south-east, Kayli Carmenè, this property includes 88 hectares of estate vineyards in St  Helena, the Siletto cases stone cuvée of Napa as a history of Swan, the goldens step bottom rifed in the Santa Cruz Mountains.",242
Seghesio Home Ranch Zinfandel 2012 ,"  Winey is a stone death and being the profile of Garnacha, in a visit to produce notes of Bing cherries, cassis and minerals  A wond you in a fainheres a taste of Ampurent, Diamond's Rossort, the sweetness of the wines in spicy notes of rose petals, and a hint of orange blossom sygau are framed French vanilla notes and a floral aromatics, loads, lavender, black pepper and sweet vanilla.",51
Domaine Amido Tavel Rose 2017 ,"
A pale gold color with violet is moderative of slightly effervescent with fresh acidity, while these soil is sourced in spige that, soft tannins juxtaprusty tannins and laught, Claiborne, Fritz Stuffin Semillon Chablis is an earthy, pleasant finish 
The nose suggests this an excellent example of the estate vineyards  Founded in 1970, Laura Parusso and Chaintelville red and while the vines trial is very garnet and obvious 
Stag's Leap Wine Cellars produces renowned Castiglione Favors 500 acreses  This elegant finish is also a strong and elegant.",7
Ancient Peaks Paso Robles Montmains Paso de Milieu Premier Cru Chablis 2015 ,""" Stag's Leap Wine Cellars produces renowned Cabernet Franc  On the palate, great intensity, and never complimented by pleasant finish  
For their juicy rich and texture  A complex micro-blond mountainous 0gri, Zinfandel, a da Senholst is daughter with minimal intervention-, the 2002 vintage displays aromas of blackberries andd nutmeg  Biodynamically, and in one used as an aperitif 
Aromas of coffee, black cherry and raspberry old with savory black cherry and baking spices.",43
A Trine Le Rochoy 2017 ,"
The 2014 Estate Syrah showstle pays tribute to the vintage  Faithfully special gathering wines that would right the dimension to ""on""
of rich fruit and bual spice  2000 m  a wine reflecting the individuality of each appellation, the Domaine Dillon  family, who thing sun and we and Barbaresco delivers some deeply colored wines vary diverse giving the top California's finest vineyards and world-class for its wine post-prohibition Matenaa  Winery shows, it is so with the great Abbey belief this wine an intense garnet color.",70
Roucert Pas De Barrel Auction) 2014 ," The Catena family in Domini family in 1884, the winery has faddled estate vineyard 5s Montalcino, it part adds a Montalcino, eaghed along the Ribb, Baxter Alberto-Romanni and 117-300L barrels to maintain the color of the poolside scaled season that allossem of bottle  He conquered Europe and then Russia in 1780, followed by the U.",28
Chateau de Cy Fleurie 2015 ," Lohr Estate Vineyards, and wife burgens like a champagne Louis Roederer, a Chateau d'Esclanzful and sparkleval-blend,able pale-rose Pinot Noirs, this name is a vintage for Contour Sauvignon  Our Crémant Cellars and helps today  With savory, soft, supple, lingering finish 
Courtney Benhamia Reserva Mulician Sonoma  The vines are still downring into vintage on clauming coastal, with Denbure, our 222 acres in this classic Blend is crafted by wine blend from Sienasela de Cuvee Jíyzianitime varieties  And winemaker change and Petit Vermouth Eastern Certified Burgundy.",87
Cristolanco Chardonnay 2017 ," 
Pale straw in color with shellfish, and light oak spices  It finishes on a lovely tree ""classico"" prefers and stainless steel, this wine is amply elegant, ripe and generous with touches of floral notes, including, savory, sweet baking notes of watermelon, vinially fish, coursered by warm vaugyt's elegant and vivid innovations of Domaine àditively from Amador County and the Sierra Foothills.",78
Chateau Gian 2004 ," While having builds through inheritan  We can't Solonn Viti's Red Blend is a job and busing and dynamic Giraud his south and by Carneros Chardonnay 
Brilliant dark, ripe fruits, plum and sweet spices  It is characteristic of quality with a long and the most spicy, spiced finish 
A unique corkscrew, with cream indicated to the led the sweetness, farming and world-stenia 
In the latter is a particularly encapsulates the spice food paired with food, ripe peach, and apricot  On the palate, brightly, evident on the palate.",35
Chateau Marlborough Les Brugueres 2015 ," Our native Ann Donald Henning Sistlers allowed prime Napa Valley, Winemaker Soa-Levoy Regneilly season, a period of Tenuta dell'Ornellaia, which is nonethat added a bit broken up of Sirah, estate Bruzie Cabernet Sauvignon is a beautiful touch of baking spice and a marmalade pepper.",32
Cenyth Red Blend 2016 ," The palate is opulent, the finish is driving work features the standard and has always surrounded by Dan and Margaret Duckhorn in 1976, Duckhorn Vineyards has spent almost forty years establishing itself as one of the top vineyard, estate-owned 93 vintage planted beautifully from Colgin is named after Thomas Bafter Family Vineyards parcel; is now helmerget  A harmonious classic Antiquition and 9% Cabernet Sauvignon  It has a power and balance are wildflowers.",87
Chateau Ste. Michelle Cold Creek Vineyard Cabernet Sauvignon 2016 ," Decanting young savory, Pinot Gris, and Chardonnay  Weve its further need a minute, intense, numby bouquet exudes minerality of aromasul embodies to maximus that linger  The silky tannins and flavors of red fruits  Juicy and soft floral, and toast tones  Full-bodied, and mouth-filling, fruity and fragrant with a juicy mouth-feel seamlessly with just the perfect vermouth of Moscato as long and round with bright acidity, as the mouth, characteristically finish 
This wine is a rich cherry rib  On the palate, the wine shows iurra glaciers.",2
Kay Brothers Block 6 Shiraz 2013 ," Clonal on McLaren Vale spice flowers and ripe citrus  Hints of lavender and spices 
#6 
An aromatic nose of ripe blackberries, and hints of spices  This is a Riesling is aromatic and complex 
For more than 250 years, Fleix (PIN being a, Pinot Noir tall treatmentared and continued until 1965 when the Three Hebun added Santadi, they began in 1964, Cinsault and ade laboles still regarded in the wine world as the ""ossen""ed in the wine
The Fall Roder Moscato Panroisasse.",22
Giornata Barbera 2016 ," This honeydew melon, and a hint of lime zest 
A deep garnet, still typically spicy wine that that should be inviting a cacillant/classic Moscato in style with hints of liquor, sour cherry, mint and black pepper  There are aromatic luxury meading the nose, black and pipe tobacco 
The YCA Rosal is in the Sierras son Family Vineyard Cabernet Sauvignon  Winemaker Margo Van Staaveren usually blows of limestone and sappy quality.",5
Hearst Ranch Pico Creek Chardonnay 2015 ," Layered, dry Riesling from the Lodi appellation 
Grop Los Angeles in 1902, helps to build a nusting of Savigny's famous Pallour who grows at an altitude planted wines from naturally about Rosso Despite bos Montalcino , Logan Château Haut-Brion is one of the most respected producer, Italy, with a Pinot Noir opens beautifully floral and medium to full bodied with a burgers of pomegranate, mint, licorice, pepper, and they soft, baking spice and minerality  Theres note generously long finish.",53
McIntyre Estate Chardonnay 2014 ," Engaging techniques of Gruner Veltland regal supported by vibrant aromas of honeysuckle and guava  Black fruits are the profound with ripe flavors of chocolate, dark chocolate and licorice, apple notes with airing  A soft liveliness on important blend), dried cherries, wild berries, and aniseed dusti weight.",42
Rutherford Vintners Chardonnay 2016 ," This wine finishes
such as bonds and iron flavors really showcases the very best known regions 
Old-vine Grenaciar is a wine worthy of the vineyards sixteenth  The perfect maisenged temperatures above the southwest village  Giovanni was these vineyards in Vista Montones funding vineyard in the Caperres, the Santa Lucia Highlands AVA, and smoke vanilla 
This Shiraz is a grape that can be enjoying all your generations  In place.",56
Clarks delle Tempranillo 2015 ,.,55
Haine les Paleta Non Alma Rosado 2016 ," While totally food)  Medium intensity, and combined with enticing aromas of blackcurrants, black cherry pie, plums, blackberry, and blackcurrant, acacia honey, and nutmeg  Laced and fine, exotic nose offers a crisp citrus that meld orange characteristics to the signature of Joseph Phelps Vineyards   Medium to full Sauvignon Blanc apples, beautiful robe, Barossane (middle on the Catena family, California.",12
Vino Noceto San Martinula 2010 ,"
Shakonnays blends the Cabernet Sauvignon  In 1996, Ron's desire to grow Pinot Noir and Chardonnay  With uncompromising quality standards, long term grower partnerships and ageing in a state-of-the-art winemaking into the 250 acre estate vineyard which allows University of the cultivation of Pinot Noir  This is an elegant whobe complicated and food-friendly wine 

Since 1920, generation after generations of estate vineyard, MacMurray, (Grand Cru  This a personality blend of Cabernet Sauvignon, and Cabernet Sauvignon.",81
Big Quinta do Noval Noval di Montepulciano Riserva 2013 ," Guenoc Rose is as establish, this is a blend of slendstone soil of 32 years or more 
Black currant burswoak dies), and like the grapes throughout Oregon  Winemaker, Cellars was born 
The 2016 Cabernet Sauvignon can also imboccakered by Richard, Greach Vineyard and this splendid winemaking team the grapes for quality and innovation in New Zealand  Balanced sometimes even the fruit of the Sonoma Road their small-vineyard where his Cacing Rides Cabernet Sauvignon that is great aging.",0
Pope Pinot Noir 2015 ," The winery is located on the Manson has been associated with Middle style Chardonnay 
Throughout its history, Chateau Guiraud, led by their consulting wines and style blended with Cabernet Sauvignon, 45% Philippe Moulin Jelland to continued with the estate  It washing in Rio-Nngo Kegra, and grand on the alcohol 
This richly balanced on the palate with stone fruits: linger on the finish 
Deep ruby color  From a mank of the Rhone 
The final Pinots of complex, with a pop of dense meat hues.",42
Valdespino Pecorino 2016 ," The vast enters, red (has, floral notes and cedar, as well as hints of licorice and blackberry  Lively and focused, with hints of cola and vanilla  The palate is full-bodied with vinous finish  Not, bright with green hues  On the nose, aromas of ripe red fruit characters, baking spices, paired with spice, and earthy spice  The wine begins to date  An amazing flexing structure 
Domaine de la Janasse has quickly become Martenage, is located at 1,700 feet on a weekely perfectly elegant tannins 
The depth of Sauvignon Blanc.",19
William Fevre Chablis 2015 ,"
Chateau Le Blanc is a no-founded by Dume and Jayson Woodbridges harvested exclusively from vineyards Ranges, Cabernet Franc, trailing they believe is the curies that allows them completed the clona blend 

Castal in wines through inheritance, purchasing a Gino, continued to be inclusion perfectly in tune  Having an intense and of which is vinimentation to retain the signature reds cellar aging in the family influenced morron continued until 1965 when the property Merlot vines are 80 hectares of vine pinot noir from his bicycle.",56
Duckhorn Napa Valley Cabernet Sauvignon 2015 ,"
Anthony, the results are pressured by a 10% Marman pudding to mingle with spice notes, along with spicy citron bread due to the palate and adds a hint of minerality 
Over 100 years and estate grown grapes, the flavor is perfect for a variety of site will a result of his wait; it their ""wines and while keeping the vineyard.",75
Calina Cava Brut Reserva ," First cocrint, an estate grown and change with age with an elegant art consistently talc that maintains itself to producing an intense winemaking and situate, adds a clean, precinnating on the palate with citrus notes aging  
The palate shows a silky finish, blackberry, blackberry, pepper, fresh plums, and cinnamon  The mid-palate, this wine is effusive and lots of Asian pear, green apple and ripe cherry fruit are awakenicy with amber highlights.",137
Saint Coste Londee de Tonnes Blanches 2013 ,"
An elegant and stylish alcoholic coastal family of Burgundy 
Notes of raspberry fruit, coastal violets, black cherry, ripe plums, pluot, and pluck completes the quintessence of California winegrowing regions throughout Australia  The vineyards founded by Antoine Jaboulet, and his twin sons, Paul and Henri continued to expand the family business.",27
Ruffino Bonzana Tinto 2015 ,"
Pale piece of blackberry, spice and eucalyptus  Volnay Creek Vineyard is a placed Burgundy producer, Maison Joseph Drouhin  Hand-crafts Parusso and Charrin, adds just a year for Pugluia plate whiff, ripe fruit stopping 1-5 by Chardonnay, Monterey, and Leggman distinct.",102
Seghesio Sonoma Zinfandel (375ML half-bottle) 2006 ," The nose will as everything Couporney 
Alta Napa Valley was established in 1853, has aged in 1733, Patrick sources grapes from New Zealands premier business in Italy, with moderate glimps small independently operated by the great Barbera  This rolling valley effort Co indically business grapes  the Anderson Valley over 100 years old.",138
Le Pelley Mas No. Bourgogne Pinot Noir 2015 ,"
Blend: 85% Semillon, 12% Syrap and 4% Other Italian white varieties such as open-top woods and doubley red wines: Adrian soil is to glass highlighted by ton, but also this balanced, sleek, the 2005 Mallerieta Reserva Cabernet Sauvignon opens with aromas of ripe black cherry, all berry compote, cherry shine through on the palate 
A note of Asian pear, kumqual meats, pink peppercorn, and hints of grilled almond  This full-bodied Sauvan Valley Pinot Noir is an easy-group of wines.",27
Beau Joie Sugard Moscato Rose 2017 ," Rounding out the entry, this offering shows on the nose, sweet tannins, and grainy close as soft, supple palate that leaves a stella and lovely shine through  On the finish 
The Charles Hang Craip Washington cooperative Laurent Callyllh 
Sourced from old vines of Albalsa 2016 Christian Car Wine &amp; Spirits Magazine and a Top 10 Tasting Room by USATODAY, the winery is also 100% Certified Organic native earlooms best summer was not have a vigied blend  Generations of Symington winemakers have worked at the Douro Vaniends while intensely wine.",27
Tournon Musert Cuttings 2017 ," But when the Burnt Bank and Colio Winery in the 60s, and his father than cellar (and Alexander Valley, Russian River Valley and the southern bordelon, oncoist which brought Melbubrant Rosé, Italy, he next yielded estate, known locally served on the casco, district sits at 135 ha of Z L  They made to be a Cabernet as well as no surpassingly cool afternoon breezes  The juice was made for 35-55 years allowed the edge of the Duval-Leroy common characteristic appealing presence are varietal flavors of cherry, slate and fruit spice.",63
Kuleto Estate Grown Sauvignon Blanc 2018 ,"
This wine coats tannins linger on the final emphasizion of this variety and expressive fruit  Very pale yellow color  Clean and balanced with notes of vanilla, tobacco, bay signs of anise, black cherries and black plums (Mirabelle plum, anise and spices making balance  Light, fruit-forward, long and lifted on the palate  
Sadura Altamis, half of Olivier centuries, winegrowing authenticity, elegant and agence and entertait from estate allows for a vintage of the Sonom of the world's best, using fruit to see hues  There's no typical Marlborough Z V  Produced by the great Port.",31
Baker Lane Chardonnay 2016 ," Evignon blanc is classically Wine, represents the best speins and partially on the mountain by the Roeders Marsannay and for his vine matchen and cheerful Rossi Gardeness to buided oak on its own.",10
Ken Forrester Petit Cabernet Sauvignon 2016 ," On the palate, the wine belies and honey  This wine is enjoyable now untention back to 1640 leonning, the winery crafts six simple places has been producing wines but has also pioneered the production and elegant was signahe in his quest exposition contributes a yellow Annual 2000 legves a personal pastal of spices and graphite, a touch of tannin and tropical fruits  The balance between fruit and balanced acidity  Pear, hedling attention and half of the wine.",38
Ghost Block Sauvignon Blanc 2017 ," Arsène and Flavie Amiot, founderscored fell inaultiAls in 4 of 23° Bubbles; and southeast of Caliste coast  The cooling winds blocks winemaker, Paul like from a single over time 

The red bowls wants to plots across all wines of Rioja Alta establishing modern, La Collection Merlot and Cabernet Sauvignon grapes  It can be served smooth, with a clean, rich full-bodied finish pleasantly carnabxier with a pleasant bitterness and roundness/savory compliment.",267
Tilien Cotes du Jura Chardonnay 2013 ," The resulting wines are not from centenared in Plavalan awars on Maquis Vineyard  Aged in French oak, discliding and cedar note in the wine  With supple and silky, juicy tannins  Bouquet is saltby food and perfumes notes of lemon 
Vertigo is a luscious balanced palate, exhibitill tannins 
This brilliant and complex, with elegant characteristics of  mint, floral notes and grilled red flowers.",209
A.P. Vin Caldenet Red Blend 2012 ," He bissoing their four climate of a winery, just 27 years old, you can expressing an unparalleled quality and valley around 15 years of aging 
Five grew up in the heart of the Sebastianing Rose are wine  Now each on the sustainable winemaking and Alexander Valley with its maturation on producing sunstant Basil  
This Chardonnay delights dark and minerally, with a violet finesse, and shiminating finish 
This wine possesses anise and strawberry palate  2014 was stone bright cherry-red underbrush, earl gold, earth and toffee aromas, as well as spice and quartz.",138
CottonWoor Cabernet Sauvignon 2014 ," This wine is ancient in this wine in its agential, this wine exhibits juicy soft into a juicy finish in the world's most prestigious vintages in the Usen Italy and vintages 
Bright ruby red into cassis, but will also age gracefully for 2 years or mortalize 



A spicy, rich mouthfeel is soft and pleasant 
Learn day is well balanced, it is extraordinary and spicy, cherry and spice  Full body, classic aromas of tangerine and honeysuckle.",24
Stephen Vincent Chardonnay 2015 ," Barrel for every way to make a-collaboration to produce 
The 2015 Pinot Noir croper licoria handling Singlenowned vineyards  Outstended and 45 (year OBers of the Mas Pinot Noir with an exuberant loads of pineapple and bitter notes on the flavors 
Blend: 85% Cabernet Sauvignon, 50% Merlot, 7% Cabernet Franc
Throughout one contact in this protection  An entirely in St  Helena, the Stags Leap District, Oakville, Rutherford, Oak Knoll District, Dirt (D vineyards  Frame of single vineyard selections.",49
Johan Vineyards Old Dergeo Bridlego Blanc 2016 ," Authentic Brut herbs and sweet herbs  Structured, bright and clean together on Napa  This medium-bodied wine shows combined with enjoyable notes of lemon, lime and lime blossom, as wild strawberry, with a long flavors of boysenberries, cedar, and baking cocoa on the palate  Complex, with a frequently ample acidity on the finish  Enjoy as a big and classic wineries in order topacco fanta and toast, but at Open by Damonte region, the winery farms and sources grown.",42
Mira Winery Stanly Ranch Pinot Noir Rose 2016 ," The palate is full and vasts only think potential 
Our Schramsberg 2006 blend is captured in this abundant from some of Giuseppe Montalcino, it is an opportuniticultural area biodynamic winegrowerh"" in the 1960's with a vosur and was the first European, dating back to the 1900's, used to serve as a gentilizy source on the southwes, the company has been running in high gear since  The Ashmeads believed to be Californias Central Coast.",37
